d,phi,u
0.06944400782370694,-0.7773415276788568,-0.8359040486074674
0.06944400782370694,-0.7773415276788568,-0.3594028850911015
0.06944400782370694,-0.7773415276788568,-0.9528678561931994
0.06944400782370694,-0.7773415276788568,0.3438188384680718
0.06944400782370694,-0.7773415276788568,0.03470523978402529
0.06944400782370694,-0.7773415276788568,-0.8518002988299354
0.06944400782370694,-0.7773415276788568,-0.9611843811493754
0.06944400782370694,-0.7773415276788568,-0.3892511521759381
0.06944400782370694,-0.7773415276788568,0.8058679833178719
0.06944400782370694,-0.7773415276788568,-0.37164345810988264
0.06944400782370694,-0.7773415276788568,-0.7233380193109045
0.06944400782370694,-0.7773415276788568,0.9543541434900584
0.06944400782370694,-0.7773415276788568,0.9141077472518269
0.06944400782370694,-0.7773415276788568,0.587894270002449
0.06944400782370694,-0.7773415276788568,-0.7543984326451927
0.06944400782370694,-0.7773415276788568,0.4460053840588696
0.06944400782370694,-0.7773415276788568,0.06931139047449819
0.06944400782370694,-0.7773415276788568,-0.36157768459936523
0.06944400782370694,-0.7773415276788568,0.5832209282423775
0.06944400782370694,-0.7773415276788568,-0.9849484591385085
0.06944400782370694,-0.7773415276788568,-0.3586784438757338
0.06944400782370694,-0.7773415276788568,0.8492431192529659
0.06944400782370694,-0.7773415276788568,-0.638908786694367
0.06944400782370694,-0.7773415276788568,-0.8701920757102031
0.06944400782370694,-0.7773415276788568,0.7476345102397692
0.06944400782370694,-0.7773415276788568,0.5701068868153656
0.06944400782370694,-0.7773415276788568,-0.9818891532333605
0.06944400782370694,-0.7773415276788568,-0.9570622595157039
0.06944400782370694,-0.7773415276788568,0.368600752346264
0.06944400782370694,-0.7773415276788568,0.1430093021570007
0.06944400782370694,-0.7773415276788568,0.966514537208643
0.06944400782370694,-0.7773415276788568,-0.1084046490535644
0.06944400782370694,-0.7773415276788568,0.5019320979990842
0.06944400782370694,-0.7773415276788568,0.7074667943537334
0.06944400782370694,-0.7773415276788568,-0.5672194828226884
0.06944400782370694,-0.7773415276788568,0.08789414204317603
0.06944400782370694,-0.7773415276788568,0.07688832260763001
0.06944400782370694,-0.7773415276788568,0.5381067536407769
0.06944400782370694,-0.7773415276788568,0.49070988038234264
0.06944400782370694,-0.7773415276788568,-0.09436818196838082
0.06944400782370694,-0.7773415276788568,0.15005961134777124
0.06944400782370694,-0.7773415276788568,-0.09518521105463917
0.06944400782370694,-0.7773415276788568,0.6027779964042002
0.06944400782370694,-0.7773415276788568,0.5776124022890525
0.06944400782370694,-0.7773415276788568,0.4473954559953177
0.06944400782370694,-0.7773415276788568,0.12822820469943808
0.06944400782370694,-0.7773415276788568,0.5457927963186326
0.06944400782370694,-0.7773415276788568,-0.5938549601560994
0.06944400782370694,-0.7773415276788568,0.7568897470786511
0.06944400782370694,-0.7773415276788568,-0.947582880900184
0.06944400782370694,-0.7773415276788568,-0.61673060190841
0.06944400782370694,-0.7773415276788568,-0.5871235692580246
0.06944400782370694,-0.7773415276788568,-0.09205620389195301
0.06944400782370694,-0.7773415276788568,-0.9820173789284563
0.06944400782370694,-0.7773415276788568,-0.2254087818599677
0.06944400782370694,-0.7773415276788568,-0.6251545691329183
0.06944400782370694,-0.7773415276788568,0.12534846240385966
0.06944400782370694,-0.7773415276788568,0.26933045644788645
0.06944400782370694,-0.7773415276788568,-0.6339655348406903
0.06944400782370694,-0.7773415276788568,-0.6174449126993007
0.06944400782370694,-0.7773415276788568,0.006914110340779711
0.06944400782370694,-0.7773415276788568,0.08840880430877385
0.06944400782370694,-0.7773415276788568,0.4298167963381523
0.06944400782370694,-0.7773415276788568,0.6547455142707956
0.06944400782370694,-0.7773415276788568,0.5261952992382297
0.06944400782370694,-0.7773415276788568,0.7910194236029349
0.06944400782370694,-0.7773415276788568,0.11871848455792211
0.06944400782370694,-0.7773415276788568,-0.7202597170189398
0.06944400782370694,-0.7773415276788568,0.3201908738080592
0.06944400782370694,-0.7773415276788568,-0.9624544197008857
0.06944400782370694,-0.7773415276788568,-0.5351484091541516
0.06944400782370694,-0.7773415276788568,-0.5690772836233393
0.06944400782370694,-0.7773415276788568,-0.8193362942977038
0.06944400782370694,-0.7773415276788568,0.4185900442305508
0.06944400782370694,-0.7773415276788568,0.8282225525879325
0.06944400782370694,-0.7773415276788568,0.01572835805303452
0.06944400782370694,-0.7773415276788568,-0.4731599183628057
0.06944400782370694,-0.7773415276788568,0.701919676632615
0.06944400782370694,-0.7773415276788568,0.5990021525533102
0.06944400782370694,-0.7773415276788568,0.5050608881435759
0.06944400782370694,-0.7773415276788568,0.2252721295877822
0.06944400782370694,-0.7773415276788568,0.011416966378096749
0.06944400782370694,-0.7773415276788568,0.2789703954907521
